"codiceOrigine","codiceMeccanografico","descrizione","annoCorsoInizio","durataAnni","terminale","attivo"
"1152","PML5","SCIENZE DELLA FORMAZIONE AUTONOMO -RGPM02000C","","","NO","SI"
"1153","PML6","LINGUISTICO AUTONOMO -SIPM090018","","","NO","SI"
"1154","PML7","PEDAGOGICO MUSICALE AUTONOMO - BAPM05000B","","","NO","SI"
"1155","PML8","PEDAGOGICO SOCIALE AUTONOMO-SIPM090018","","","NO","SI"
"1156","PML9","SCIENZE UMANE AUTONOMO -TVPM02000G","","","NO","SI"
"1157","PMLA","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1158","PMLB","SOCIO PSICO PEDAGOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1159","PMLC","SOCIO PSICO PEDAGOGICO 6 ""COMMISSIONE BROCCA""","","","NO","SI"
"1160","PMLD","SOCIO PSICO PEDAGOGICO 7 ""COMMISSIONE BROCCA""","","","NO","SI"
"1161","PMLE","SOCIO PSICO PEDAGOGICO 8 ""COMMISSIONE BROCCA""","","","NO","SI"
"1162","PMLF","SOCIO PSICO PEDAGOGICO 9 ""COMMISSIONE BROCCA""","","","NO","SI"
"1163","PMLG","SOCIO PSICO PEDAGOGICO 12 ""COMMISSIONE BROCCA""","","","NO","SI"
"1164","PMLH","SOCIO PSICO PEDAGOGICO 13 ""COMMISSIONE BROCCA""","","","NO","SI"
"1165","PMLI","SOCIO PSICO PEDAGOGICO 15 ""COMMISSIONE BROCCA""","","","NO","SI"
"1166","PMLJ","SOCIO PSICO PEDAGOGICO 16 ""COMMISSIONE BROCCA""","","","NO","SI"
"1167","PMLK","SOCIO PSICO PEDAGOGICO 11 ""COMMISSIONE BROCCA""","","","NO","SI"
"1168","PMLL","SOCIO PSICO PEDAGOGICO 14 ""COMMISSIONE BROCCA""","","","NO","SI"
"1169","PMLM","SOCIO PSICO PEDAGOGICO 43 ""COMMISSIONE BROCCA""","","","NO","SI"
"1170","PMLN","SOCIO PSICO PEDAGOGICO 10 ""COMMISSIONE BROCCA""","","","NO","SI"
"1171","PMLP","SOCIO PSICO PEDAGOGICO 44 ""COMMISSIONE BROCCA""","","","NO","SI"
"1172","PMLQ","SOCIO PSICO PEDAGOGICO 41 ""COMMISSIONE BROCCA""","","","NO","SI"
"1173","PMLR","SOCIO PSICO PEDAGOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1174","PMLS","SOCIO PSICO PEDAGOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1175","PMLT","SOCIO PSICO PEDAGOGICO 28 ""COMMISSIONE BROCCA""","","","NO","SI"
"1176","PMLU","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1177","PMLV","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1178","PMLW","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1179","PMLX","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1180","PMLY","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1181","PMLZ","SCIENTIFICO-TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1182","PMM1","LINGUISTICO AUTONOMO AGPM010005","","","NO","SI"
"1183","PMM2","SCIENZE DELLA FORMAZIONE AUTONOMO RMPM05000G","","","NO","SI"
"1184","PMM3","SCIENTIFICO AUTONOMO SAPM020007","","","NO","SI"
"1185","PMM4","SOCIO PSICO PEDAGOGICO AUTONOMO ROPM01000Q","","","NO","SI"
"1186","PMM5","LINGUISTICO AUTONOMO ROPM01000Q","","","NO","SI"
"1187","PMM6","LINGUISTICO AUTONOMO RMPM130007","","","NO","SI"
"1188","PMM7","SOCIO PSICO PEDAGOGICO AUTONOMO RMPM130007","","","NO","SI"
"1189","PMM8","LINGUISTICO AUTONOMO RMPM10000B","","","NO","SI"
"1190","PMM9","SOCIO PSICO PEDAGOGICO AUTONOMO RMPM10000B","","","NO","SI"
"1191","PMMA","LINGUISTICO AUTONOMO-TVPM02000G","","","NO","SI"
"1192","PMMB","SCIENTIFICO AUTONOMO -PEPM01001E","","","NO","SI"
"1193","PMMC","LINGUISTICO AUTONOMO -MIPM06000N","","","NO","SI"
"1194","PMMD","SCIENTIFICO TECNOLOGICO AUTONOMO -SAPM01000L","","","NO","SI"
"1195","PMME","PEDAGOGICO SOCIALE  AUTONOMO -PAPM010003","","","NO","SI"
"1196","PMMF","SOCIO PSICO PEDAGOGICO AUTONOMO - LEPM01201C -","","","NO","SI"
"1197","PMMG","PEDAGOGICO MUSICALE  AUTONOMO -NUPM01000A","","","NO","SI"
"1198","PMMH","SOCIO PSICO PEDAGOGICO AUTONOMO -NUPM01000A","","","NO","SI"
"1199","PMMI","SCIENTIFICO  AUTONOMO -NUPM01000A","","","NO","SI"
"1200","PMMJ","SOCIO PSICO PEDAGOGICO AUTONOMO -PRPM010005","","","NO","SI"
"1201","PMMK","SOCIO AMBIENTALE AUTONOMO -PRPM010005","","","NO","SI"
"1202","PMML","PSICO SOCIALE AUTONOMO -PAPM030008","","","NO","SI"
"1203","PMMM","SCIENTIFICO AUTONOMO -ENPM02000C","","","NO","SI"
"1204","PMMN","SCIENTIFICO TECNOLOGICO AMBIENTALE AUTONOMO -ATPM01000R","","","NO","SI"
"1205","PMMP","STORIA DELL'ARTE SEZ. CLASS. (2-2-2-2-2)","","","NO","SI"
"1206","PMMQ","LINGUISTICO  AUTONOMO -ATPM01000R","","","NO","SI"
"1207","PMMR","LINGUISTICO AUTONOMO -LUPM04001A","","","NO","SI"
"1208","PMMS","PEDAGOGICO AUTONOMO -ENPM050008","","","NO","SI"
"1209","PMMT","CLASSICO   AUTONOMO -CSPM040007","","","NO","SI"
"1210","PMMU","SCIENTIFICO AUTONOMO-CSPM040007","","","NO","SI"
"1211","PMMV","SOCIO PSICO PEDAGOGICO AUTONOMO-BGPM010002","","","NO","SI"
"1212","PMMW","SOCIO PSICO PEDAGOGICO AUTONOMO-REPM03001D","","","NO","SI"
"1213","PMMX","PEDAGOGICO SOCIALE AUTONOMO BOPM04000Q","","","NO","SI"
"1214","PMMY","LINGUISTICO AUTONOMO VEPM030006","","","NO","SI"
"1133","PMKK","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1215","PMMZ","SCIENZE DELLA FORMAZIONE AUTONOMO AGPM040001","","","NO","SI"
"1216","PMN1","PEDAGOGICO SOCIALE AUTONOMO-LEPM01000Q","","","NO","SI"
"1217","PMN2","SCIENTIFICO TECNOLOGICO AUTONOMO-GOPM020002","","","NO","SI"
"1218","PMN3","PEDAGOGICO SOCIALE AUTONOMO MIPM08000V","","","NO","SI"
"1219","PMN4","LINGUISTICO AUTONOMO MIPM070008","","","NO","SI"
"1220","PMN5","SCIENTIFICO TECNOLOGICO AUTONOMO SRPM01000P","","","NO","SI"
"1221","PMN6","LINGUISTICO AUTONOMO SRPM01000P","","","NO","SI"
"1222","PMN7","SOCIO PSICOPEDAGOGICO AUTONOMO SRPM01000P","","","NO","SI"
"1223","PMN8","SCIENTIFICO AUTONOMO SRPM01000P","","","NO","SI"
"1224","PMN9","CLASSICO AUTONOMO SRPM01000P","","","NO","SI"
"1036","PMHQ","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1037","PMHR","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1038","PMHS","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1039","PMHT","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1040","PMHU","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1041","PMHV","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1140","PMKS","LINGUISTICO - AUTONOMO - LEPM050006","","","NO","SI"
"1233","PMNI","SCIENZE DELLA FORMAZIONE AUTONOMO- LIPM010003","","","NO","SI"
"1234","PMNJ","SCIENZE DELLA FORMAZIONE AUTONOMO-RCPM02000L","","","NO","SI"
"1235","PMNK","SCIENZE DELLA FORMAZIONE AUTONOMO-LOPM010008","","","NO","SI"
"1236","PMNL","PEDAGOGICO SOCIALE AUTONOMO-LEPM030001","","","NO","SI"
"1237","PMNM","SCIENZE DELLA FORMAZIONE AUTONOMO-AVPM01000B","","","NO","SI"
"1148","PML1","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1238","PMNN","LINGUISTICO AUTONOMO-CZPM03000C","","","NO","SI"
"1239","PMNP","PSICO PEDAGOGICO AUTONOMO-CZPM03000C","","","NO","SI"
"1052","PMI7","LINGUISTICO C.M.27","","","NO","SI"
"1053","PMI8","LINGUISTICO C.M.27","","","NO","SI"
"1054","PMI9","LINGUISTICO C.M.27","","","NO","SI"
"1055","PMIA","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1056","PMIB","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1057","PMIC","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1058","PMID","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1059","PMIE","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1060","PMIF","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1061","PMIG","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1062","PMIH","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1063","PMII","LINGUISTICO C.M. 27","","","NO","SI"
"1064","PMIJ","LINGUISTICO C.M. 27","","","NO","SI"
"1065","PMIK","LINGUISTICO C.M. 27","","","NO","SI"
"1066","PMIL","LINGUISTICO C.M. 27","","","NO","SI"
"1067","PMIM","LINGUISTICO C.M. 27","","","NO","SI"
"1068","PMIN","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1069","PMIP","SOCIO PSICO PEDAGOGICO 3 ""COMMISSIONE BROCCA""","","","NO","SI"
"1070","PMIQ","SOCIO PSICO PEDAGOGICO 2 ""COMMISSIONE BROCCA""","","","NO","SI"
"1071","PMIR","SOCIO PSICO PEDAGOGICO 4 ""COMMISSIONE BROCCA""","","","NO","SI"
"1072","PMIS","SOCIO PSICO PEDAGOGICO 5 ""COMMISSIONE BROCCA""","","","NO","SI"
"1073","PMIT","LINGUISTICO C.M.27","","","NO","SI"
"1074","PMIU","LINGUISTICO C.M.27","","","NO","SI"
"1075","PMIV","LINGUISTICO C.M.27","","","NO","SI"
"1076","PMIW","LINGUISTICO C.M.27","","","NO","SI"
"1077","PMIX","LINGUISTICO C.M.27","","","NO","SI"
"1078","PMIY","LINGUISTICO C.M.27","","","NO","SI"
"1079","PMIZ","LINGUISTICO C.M.27","","","NO","SI"
"1080","PMJ1","CLASSICO 2 ""COMMISSIONE BROCCA""","","","NO","SI"
"1081","PMJ2","CLASSICO 3 ""COMMISSIONE BROCCA""","","","NO","SI"
"1082","PMJ3","CLASSICO 4 ""COMMISSIONE BROCCA""","","","NO","SI"
"1083","PMJ4","SOCIO PSICO PEDAGOGICO 17 ""COMMISSIONE BROCCA""","","","NO","SI"
"1084","PMJ5","SOCIO PSICO PEDAGOGICO 19 ""COMMISSIONE BROCCA""","","","NO","SI"
"1085","PMJ6","SOCIO PSICO PEDAGOGICO 20 ""COMMISSIONE BROCCA""","","","NO","SI"
"1086","PMJ7","SOCIO PSICO PEDAGOGICO 21 ""COMMISSIONE BROCCA""","","","NO","SI"
"1087","PMJ8","SOCIO PSICO PEDAGOGICO 22 ""COMMISSIONE BROCCA""","","","NO","SI"
"1088","PMJ9","SOCIO PSICO PEDAGOGIVO 23 ""COMMISSIONE BROCCA""","","","NO","SI"
"1089","PMJA","LINGUISTICO C.M.27","","","NO","SI"
"1090","PMJB","LINGUISTICO C.M.27","","","NO","SI"
"1091","PMJC","LINGUISTICO C.M.27","","","NO","SI"
"1092","PMJD","LINGUISTICO C.M.27","","","NO","SI"
"1093","PMJE","LINGUISTICO C.M.27","","","NO","SI"
"1094","PMJF","LINGUISTICO C.M.27","","","NO","SI"
"1095","PMJG","LINGUISTICO C.M.27","","","NO","SI"
"1096","PMJH","LINGUISTICO C.M.27","","","NO","SI"
"1097","PMJI","LINGUISTICO C.M.27","","","NO","SI"
"1098","PMJJ","LINGUISTICO C.M.27","","","NO","SI"
"1099","PMJK","SCIENTIFICO TECNOLOGICO ""COMM. BROCCA""","","","NO","SI"
"1736","PSIP","LINGUISTICO C.M.27/91","","","NO","SI"
"1737","PSIQ","LINGUISTICO C.M.27/91","","","NO","SI"
"1738","PSIR","LINGUISTICO C.M.27/91","","","NO","SI"
"1739","PSIS","LINGUISTICO C.M.27/91","","","NO","SI"
"1740","PSIT","LINGUISTICO C.M.27/91","","","NO","SI"
"1741","PSIU","LINGUISTICO C.M.27/91","","","NO","SI"
"1742","PSIV","LINGUISTICO C.M.27/91","","","NO","SI"
"1743","PSIW","LINGUISTICO C.M.27/91","","","NO","SI"
"1744","PSIX","LINGUISTICO C.M.27/91","","","NO","SI"
"1745","PSIY","LINGUISTICO C.M.27/91","","","NO","SI"
"921","PMEC","TRIENNIO LINGUISTICO (C21) ""COMMISSIONE BROCCA""","","","NO","SI"
"922","PMED","TRIENNIO LINGUISTICO (C19) ""COMMISSIONE BROCCA""","","","NO","SI"
"923","PMEE","TRIENNIO SC. TECNOLOGICO (C5) ""COMMISSIONE BROCCA""","","","NO","SI"
"924","PMEF","TRIENNIO CLASSICO (C3) ""COMMISSIONE BROCCA""","","","NO","SI"
"925","PMEG","TRIENNIO SOC. PS. PEDAGOGICO (A22) ""COMMISSIONE BROCCA""","","","NO","SI"
"926","PMEH","TRIENNIO SOC. PS. PEDAGOGICO (A23) ""COMMISSIONE BROCCA""","","","NO","SI"
"927","PMEI","TRIENNIO SOC. PS. PEDAGOGICO (A24) ""COMMISSIONE BROCCA""","","","NO","SI"
"928","PMEJ","TRIENNIO SOC. PS. PEDAGOGICO (A25) ""COMMISSIONE BROCCA""","3","3","SI","SI"
"929","PMEK","TRIENNIO SOC. PS. PEDAGOGICO (A26) ""COMMISSIONE BROCCA""","","","NO","SI"
"930","PMEL","TRIENNIO SCIENTIFICO (C3) ""COMMISSIONE BROCCA""","","","NO","SI"
"931","PMEM","TRIENNIO SCIENTIFICO (C4) ""COMMISSIONE BROCCA""","","","NO","SI"
"932","PMEN","C.M. 27 TRIENNIO LINGUISTICO 11","","","NO","SI"
"933","PMEP","C.M.27 TRIENNIO PEDAGOGICO SOC.5","","","NO","SI"
"934","PMEQ","C.M.27 TRIENNIO PEDAGOGICO SOC.6","","","NO","SI"
"935","PMER","C.M.27 TRIENNIO PEDAGOGICO SOC.7","","","NO","SI"
"936","PMES","C.M.27TRIENNIO LINGUISTICO 10","","","NO","SI"
"937","PMET","C.M.27TRIENNIO LINGUISTICO 12","","","NO","SI"
"938","PMEU","C.M.27 TRIENNIO LINGUISTICO13","","","NO","SI"
"939","PMEV","C.M.27 TRIENNIO LINGUISTICO 14","","","NO","SI"
"940","PMEW","C.M.27TRIENNIO LINGUISTICO","","","NO","SI"
"851","PMCB","TRIENNIO SOC.PS.PEDAGOGICO (A20) - COMMISSIONE BROCCA","","","NO","SI"
"761","PM9F","PEDAGOGICO-MUSICALE - PGPM010004","","","NO","SI"
"762","PM9H","PEDAGOGICO - SAPM09000D","","","NO","SI"
"763","PM9I","PSICO-PEDAGOGICO - TVPM030006","","","NO","SI"
"764","PM9K","LINGUISTICO - RCPM04000T","","","NO","SI"
"765","PM9L","PEDAGOGICO - RCPM04000T","","","NO","SI"
"766","PM9N","LINGUISTICO - RMPM12000L","","","NO","SI"
"858","PMCI","TRIENNIO LINGUISTICO (C12) - COMMISSIONE BROCCA","","","NO","SI"
"948","PMF5","PEDAGOGICO SOCIALE 13 ""C.M. 27/91""","","","NO","SI"
"949","PMF6","PEDAGOGICO SOCIALE 14 ""C.M. 27/91""","","","NO","SI"
"950","PMF7","PEDAGOGICO SOCIALE 4 ""C.M.27/91""","","","NO","SI"
"951","PMF8","PEDAGOGICO SOCIALE 12 ""C.M. 27/91""","","","NO","SI"
"952","PMF9","PEDAGOGICO SOCIALE 11 ""C.M. 27/91""","","","NO","SI"
"953","PMFA","P.N.I. MAT. E FISICA (M.5-5-5/F.3-3-2-3-3) SEZ. SC.","","","NO","SI"
"865","PMCP","TRIENNIO LINGUISTICO (C7) COMMISSIONE BROCCA","","","NO","SI"
"777","PMA5","C.M. 27 BIENNIO LINGUISTICO 4","","","NO","SI"
"778","PMA6","BIENNIO SOC. PS. PEDAGOGICO (A13) - ""COMMISSIONE BROCCA""","","","NO","SI"
"779","PMA7","BIENNIO SOC. PS. PEDAGOGICO (A12) - ""COMMISSIONE BROCCA""","","","NO","SI"
"780","PMA8","BIENNIO SC. TECNOLOGICO (C2) - ""PROGETTO BROCCA""","","","NO","SI"
"781","PMA9","TRIENNIO SC.TECNOLOGICO (C3) - COMMISSIONE BROCCA","","","NO","SI"
"782","PMAA","BIENNIO LINGUISTICO (C3) ""PROGETTO BROCCA""","","","NO","SI"
"783","PMAB","BIENNIO LINGUISTICO (C4) ""PROGETTO BROCCA""","","","NO","SI"
"784","PMAC","BIENNIO LINGUISTICO (C5) ""PROGETTO BROCCA""","","","NO","SI"
"785","PMAD","BIENNIO LINGUISTICO (C6) ""PROGETTO BROCCA""","","","NO","SI"
"786","PMAE","BIENNIO LINGUISTICO (C7) ""PROGETTO BROCCA""","","","NO","SI"
"787","PMAF","C.M.27 BIENNIO LINGUISTICO","","","NO","SI"
"788","PMAG","BIENNIO SOC.PS.PEDAGOGICO (A3) ""PROGETTO BROCCA""","","","NO","SI"
"789","PMAH","BIENNIO SOC.PS.PEDAGOGICO (A4) ""PROGETTO BROCCA""","","","NO","SI"
"790","PMAI","BIENNIO SOC.PS.PEDAGOGICO (A5) ""PROGETTO BROCCA""","","","NO","SI"
"791","PMAJ","PEDAGOGICO - CHPM02000G","","","NO","SI"
"792","PMAK","BIENNIO SCIENTIFICO (C3) - ""PROGETTO BROCCA""","","","NO","SI"
"793","PMAL","P.N.I. MAT E FIS (M.4-4-4-4/F.0-0-2-2)","","","NO","SI"
"794","PMAM","C.M. 27 BIENNIO PEDAGOGICO SOC.","","","NO","SI"
"795","PMAN","PNI FISICA SEZ SC A049(M.3-3-3/F.3-3-3-3-3)","","","NO","SI"
"796","PMAP","PEDAGOGICO SOCIALE ""C.M. 27/91""","","","NO","SI"
"797","PMAQ","BIENNIO SC. TECNOLOGICO (C1) ""PROGETTO BROCCA""","","","NO","SI"
"798","PMAR","BIENNIO LINGUISTICO (C8) ""PROGETTO BROCCA""","","","NO","SI"
"799","PMAS","BIENNIO SOC. PS. PEDAGOGICO (A6) ""PROGETTO BROCCA""","","","NO","SI"
"800","PMAT","BIENNIO CLASSICO (C1) ""PROGETTO BROCCA""","","","NO","SI"
"801","PMAU","BIENNIO SOC.PS. PEDAGOGICO (A7) COMMISSIONE BROCCA","","","NO","SI"
"802","PMAV","BIENNIO SCIENTIFICO (C1) COMMISSIONE BROCCA","","","NO","SI"
"803","PMAW","BIENNIO SCIENTIFICO (C4)","","","NO","SI"
"804","PMAX","BIENNIO LINGUISTICO (C10) - ""PROGETTO BROCCA""","","","NO","SI"
"805","PMAY","C.M. 27 BIENNIO PEDAGOGICO SOC. 7","","","NO","SI"
"806","PMAZ","LINGUA STRANIERA (3-3-3-3-3) SEZ. CLASSICA","","","NO","SI"
"807","PMB1","TRIENNIO CLASSICO (C1) - PROGETTO BROCCA","","","NO","SI"
"808","PMB2","TRIENNIO SOC.PS.PEDAGOGICO (A21) - COMMISSIONE BROCCA","","","NO","SI"
"809","PMB3","TRIENNIO SOC.PS.PEDAGOGICO (A13) - COMMISSIONE BROCCA","","","NO","SI"
"810","PMB4","TRIENNIO SOC.PS.PEDAGOGICO (A14) - COMMISSIONE BROCCA","","","NO","SI"
"811","PMB5","TRIENNIO SOC.PS.PEDAGOGICO (A15) - COMMISSIONE BROCCA","","","NO","SI"
"812","PMB6","TRIENNIO SOC.PS.PEDAGOGICO (A16) - COMMISSIONE BROCCA","","","NO","SI"
"813","PMB7","TRIENNIO SOC.PS.PEDAGOG.(A17) - COMM.BROCCA","","","NO","SI"
"814","PMB8","TRIENNIO SOC.PS.PEDAGOGICO (A18) - COMMISSIONE BROCCA","","","NO","SI"
"815","PMB9","TRIENNIO SOC.PS.PEDAGOGICO (A19) - COMMISSIONE BROCCA","","","NO","SI"
"816","PMBA","TRIENNIO SOC. PS. PEDAGOGICO (A) PROGETTO BROCCA","","","NO","SI"
"817","PMBB","TRIENNIO LINGUISTICO (C) PROGETTO BROCCA","","","NO","SI"
"818","PMBC","TRIENNIO SCIENTIFICO (C) PROGETTO BROCCA","","","NO","SI"
"819","PMBD","TRIENNIO CLASSICO (C) PROGETTO BROCCA","3","3","SI","SI"
"820","PMBE","BIENNIO LINGUISTICO (C9) PROGETTO BROCCA","","","NO","SI"
"821","PMBF","TRIENNIO SC. TECNOLOGICO (C) PROGETTO BROCCA","","","NO","SI"
"822","PMBG","CM 27 BIENNIO PEDAGOGICO SOC. 2","","","NO","SI"
"823","PMBH","CM 27 BIENNIO PEDAGOGICO SOC. 3","","","NO","SI"
"824","PMBI","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"825","PMBJ","TRIENNIO SC.TECNOLOGICO (C4) - COMMISSIONE BROCCA","","","NO","SI"
"826","PMBK","TRIENNIO SC.TECNOLOGICO (C2) - COMMMISSIONE BROCCA","","","NO","SI"
"827","PMBL","C. M. 27 BIENNIO LINGUISTICO 2","","","NO","SI"
"828","PMBM","QUINQUENNIO SOCIO-PSICO-PEDAGOGICO 1 ""COMMISSIONE BROCCA""","","","NO","SI"
"829","PMBN","QUINQUENNIO SOCIO-PSICO-PEDAGOGICO 2 ""COMMISSIONE BROCCA""","","","NO","SI"
"830","PMBP","BIENNIO SOC.PSI.PEDAGOGICO (A8) COMMISSIONE BROCCA","","","NO","SI"
"831","PMBQ","TRIENNIO CLASSICO (C2) - PROGETTO BROCCA","","","NO","SI"
"832","PMBR","PEDAGOGICO - FRPM020001","","","NO","SI"
"833","PMBS","ARTISTICO LEONARDO-IBPM020007","","","NO","SI"
"834","PMBT","PEDAGOGICO - CAPM02000C","","","NO","SI"
"835","PMBU","LINGUISTICO - CAPM030003","","","NO","SI"
"836","PMBV","QUINQUENNIO SOCIO-PSICO-PEDAGOGICO 3 ""COMMISSIONE BROCCA""","","","NO","SI"
"837","PMBW","LINGUISTICO - SAPM050003","","","NO","SI"
"838","PMBX","SOCIO PSICO PEDAGOGICO""COMMISSIONE BROCCA""","1","5","SI","SI"
"839","PMBY","QUINQUENNIO SOCIO-PSICO-PEDAGOGICO 2 ""COMMISSIONE BROCCA""","","","NO","SI"
"840","PMBZ","LINGUISTICO - SAPM06000N","","","NO","SI"
"841","PMC1","TRIENNIO SC.TECNOLOGICO (C3) - COMMISSIONE BROCCA","","","NO","SI"
"842","PMC2","TRIENNIO SC.TECNOLOGICO (C4) - COMMISSIONE BROCCA","","","NO","SI"
"843","PMC3","TRIENNIO SC.TECNOLOGICO (C2) - COMMISSIONE BROCCA","","","NO","SI"
"844","PMC4","TRIENNIO LINGUISTICO (C13) ""COMMMISSIONE BROCCA""","","","NO","SI"
"845","PMC5","TRIENNIO LINGUISTICO (C14) ""COMMISSIONE BROCCA""","","","NO","SI"
"846","PMC6","C.M. 27 TRIENNIO LINGUISTICO 9","","","NO","SI"
"847","PMC7","C.M. 27 TRIENNIO PEDAGOGICO SOC. 4","","","NO","SI"
"848","PMC8","BIENNIO SOC. PS. PEDAGOGICO (A14) ""COMMISSIONE BROCCA""","","","NO","SI"
"849","PMC9","QUINQUENNIO SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"850","PMCA","QUINQUENNIO SOCIO-PSICO-PEDAGOGICO 3 ""COMMISSIONE BROCCA""","","","NO","SI"
"672","PM0B","TRIENNIO SOC.PS.PEDAGOGICO (A3) ""COMMISSIONE BROCCA""","","","NO","SI"
"658","PCUR","LINGUISTICO - TBPC08000A","","","NO","SI"
"659","PCUW","LINGUISTICO - TNPC02000A","","","NO","SI"
"660","PCVA","LINGUISTICO AD OPZIONE INTERNAZIONALE","","","NO","SI"
"661","PCWA","CONSERVAZIONE BENI CULTURALI - BAPC13000V","","","NO","SI"
"570","PCLA","SCIENTIFICO AUTONOMO FEPC020005","","","NO","SI"
"662","PCWB","CLASSICO INTERNAZIONALE - FRANCESE BOPC02000A","","","NO","SI"
"767","PM9O","LINGUISTICO - RMPM10000B","","","NO","SI"
"859","PMCJ","TRIENNIO LINGUISTICO (C11) - COMMISSIONE BROCCA","","","NO","SI"
"860","PMCK","BIENNIO SOC. PS. PEDAGOGICO (A11) COMMISSIONE BROCCA","","","NO","SI"
"861","PMCL","PEDAGOGICO - UDPM010009","","","NO","SI"
"862","PMCM","TRIENNIO LINGUISTICO (C4) COMMISSIONE BROCCA","","","NO","SI"
"863","PMCN","TRIENNIO LINGUISTICO (C5) COMMISSIONE BROCCA","","","NO","SI"
"864","PMCO","TRIENNIO LINGUISTICO (C6) COMMISSIONE BROCCA","","","NO","SI"
"776","PMA4","C.M. 27 BIENNIO LINGUISTICO 5","","","NO","SI"
"673","PM0C","TRIENNIO SOC.PS.PEDAGOGICO (A2) ""COMMISSIONE BROCCA""","","","NO","SI"
"674","PM0D","TRIENNIO SOC.PS.PEDAGOGICO (A1) ""COMMISSIONE BROCCA""","","","NO","SI"
"675","PM1","SEZIONE CLASSICA","","","NO","SI"
"676","PM18","PSICO - PEDAGOGICO - TAPM01000N","","","NO","SI"
"677","PM1A","TRIENNIO CLASSICO (A2) - ""PROGETTO BROCCA""","","","NO","SI"
"678","PM1C","LINGUISTICO UMANISTICO - FIPM02000L","","","NO","SI"
"679","PM1D","PEDAGOGICO - FIPM010002","","","NO","SI"
"680","PM1G","PSICO PEDAGOGICO - CLPM01000D","","","NO","SI"
"681","PM1H","PEDAGOGICO LINGUISTICO - BRPM010003","","","NO","SI"
"682","PM1Y","LINGUISTICO - BOPM01000X","","","NO","SI"
"683","PM1Z","PEDAGOGICO ARTISTICO PGPM030009","","","NO","SI"
"684","PM23","PEDAGOGICO - NAPM060007","","","NO","SI"
"685","PM25","LINGUISTICO - ALPM01000Q","","","NO","SI"
"686","PM2A","TRIENNIO SOC.PS.PEDAGOGICO (A4) - ""COMMISSIONE BROCCA""","","","NO","SI"
"687","PM2D","PSICO PEDAGOGICO - NOPM010005","","","NO","SI"
"688","PM2E","LINGUISTICO - NOPM010005","","","NO","SI"
"689","PM2F","PEDAGOGICO - LUPM020004","","","NO","SI"
"690","PM2G","LINGUISTICO - MIPM04000C","","","NO","SI"
"691","PM2H","PEDAGOGICO - MIPM04000C","","","NO","SI"
"692","PM2P","PEDAGOGICO - SAPM04000C","","","NO","SI"
"693","PM2R","PEDAGOGICO","","","NO","SI"
"694","PM2W","PEDAGOGICO - TEPM010004","","","NO","SI"
"695","PM32","LINGUISTICO - CBPM06001E","","","NO","SI"
"696","PM34","PEDAGOGICO - IBPM020007","","","NO","SI"
"697","PM35","PEDAGOGICO PER L'INFANZIA - TBPM040004","","","NO","SI"
"698","PM37","LINGUISTICO - CZPM05000N","","","NO","SI"
"699","PM3J","BIENNIO - IBPM020007","","","NO","SI"
"700","PM3M","LINGUISTICO - BAPM02000G","","","NO","SI"
"701","PM3R","BIENNIO - TSPM02000T","","","NO","SI"
"702","PM3U","LINGUISTICO - MNPM010005","","","NO","SI"
"703","PM3X","LINGUISTICO - FGPM040005","","","NO","SI"
"704","PM40","LINGUISTICO - TOPM06000N","","","NO","SI"
